監督名,年度,チーム,大会,試合数,勝,分,負,成績,URL
ケッペル,32,-,15,8,2,5,1,-,https://data.j-league.or.jp/SFIX07/?staff_id=824
ケッペル,1997,浦和,J,16,8,-,8,9位/17チーム,https://data.j-league.or.jp/SFIX07/?staff_id=824
ケッペル,1997,浦和,J,16,9,-,7,7位/17チーム,https://data.j-league.or.jp/SFIX07/?staff_id=824
ケッペル,1997,浦和,YNC,8,2,5,1,準々決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=824
ケヴィン　マスカット,86,18,19,12,7,0,5,-,https://data.j-league.or.jp/SFIX07/?staff_id=16325
ケヴィン　マスカット,2021,横浜FM,J1,18,10,3,5,2位/20チーム,https://data.j-league.or.jp/SFIX07/?staff_id=16325
ケヴィン　マスカット,2022,横浜FM,J1,34,20,8,6,優勝/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=16325
ケヴィン　マスカット,2022,横浜FM,YLC,2,0,0,2,準々決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=16325
ケヴィン　マスカット,2023,横浜FM,J1,34,19,7,8,2位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=16325
ケヴィン　マスカット,2023,横浜FM,YLC,10,7,0,3,準決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=16325
ゲルト　エンゲルス,111,12,48,25,6,9,10,44,https://data.j-league.or.jp/SFIX07/?staff_id=1577
ゲルト　エンゲルス,1998,横浜Ｆ,J,9,7,-,2,7位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1577
ゲルト　エンゲルス,1999,市原,J1,15,4,2,9,15位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1577
ゲルト　エンゲルス,1999,市原,YNC,2,1,0,1,2回戦敗退,https://data.j-league.or.jp/SFIX07/?staff_id=1577
ゲルト　エンゲルス,2000,京都,J1,15,6,1,8,12位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1577
ゲルト　エンゲルス,2000,京都,YNC,6,3,2,1,準決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=1577
ゲルト　エンゲルス,2001,京都,YNC,2,0,0,2,1回戦敗退,https://data.j-league.or.jp/SFIX07/?staff_id=1577
ゲルト　エンゲルス,2001,京都,J2,44,28,5,11,優勝/12チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1577
ゲルト　エンゲルス,2002,京都,J1,15,9,1,5,6位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1577
ゲルト　エンゲルス,2002,京都,J1,15,8,0,7,7位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1577
ゲルト　エンゲルス,2002,京都,YNC,6,1,3,2,予選リーグ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=1577
ゲルト　エンゲルス,2003,京都,J1,10,2,0,8,16位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1577
ゲルト　エンゲルス,2003,京都,YNC,3,1,2,0,予選リーグ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=1577
ゲルト　エンゲルス,2008,浦和,J1,32,15,8,9,7位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=1577
ゲルト　エンゲルス,2008,浦和,YNC,6,0,2,4,予選リーグ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=1577
高祖　和弘,-,-,-,4,0,0,4,84,https://data.j-league.or.jp/SFIX07/?staff_id=94
高祖　和弘,2000,鳥栖,YNC,2,0,0,2,1回戦敗退,https://data.j-league.or.jp/SFIX07/?staff_id=94
高祖　和弘,2000,鳥栖,J2,40,15,5,20,6位/11チーム,https://data.j-league.or.jp/SFIX07/?staff_id=94
高祖　和弘,2001,鳥栖,YNC,2,0,0,2,1回戦敗退,https://data.j-league.or.jp/SFIX07/?staff_id=94
高祖　和弘,2001,鳥栖,J2,44,10,4,30,10位/12チーム,https://data.j-league.or.jp/SFIX07/?staff_id=94
郡　晴己,10,-,4,-,-,-,-,-,https://data.j-league.or.jp/SFIX07/?staff_id=274
郡　晴己,1998,神戸,J,10,6,-,4,14位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=274
小菊　昭雄,119,29,43,29,11,9,9,32,https://data.j-league.or.jp/SFIX07/?staff_id=2832
小菊　昭雄,2021,Ｃ大阪,J1,13,6,0,7,12位/20チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2832
小菊　昭雄,2021,Ｃ大阪,YLC,5,2,1,2,準優勝,https://data.j-league.or.jp/SFIX07/?staff_id=2832
小菊　昭雄,2022,Ｃ大阪,J1,34,13,12,9,5位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2832
小菊　昭雄,2022,Ｃ大阪,YLC,13,6,5,2,準優勝,https://data.j-league.or.jp/SFIX07/?staff_id=2832
小菊　昭雄,2023,Ｃ大阪,J1,34,15,4,15,9位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2832
小菊　昭雄,2023,Ｃ大阪,YLC,6,1,2,3,グループステージ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=2832
小菊　昭雄,2024,Ｃ大阪,J1,38,13,13,12,10位/20チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2832
小菊　昭雄,2024,Ｃ大阪,YLC,4,2,1,1,プレーオフラウンド敗退,https://data.j-league.or.jp/SFIX07/?staff_id=2832
小菊　昭雄,2025,鳥栖,YLC,1,0,0,1,1回戦敗退,https://data.j-league.or.jp/SFIX07/?staff_id=2832
小菊　昭雄,2025,鳥栖,J2,32,15,8,9,7位/20チーム,https://data.j-league.or.jp/SFIX07/?staff_id=2832
コスタ,3,-,0,-,-,-,-,-,https://data.j-league.or.jp/SFIX07/?staff_id=734
コスタ,1996,名古屋*3,J,3,3,-,0,2位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=734
小林　伸二,257,66,128,46,11,9,26,394,https://data.j-league.or.jp/SFIX07/?staff_id=105
小林　伸二,2001,大分,YNC,2,0,1,1,2回戦敗退,https://data.j-league.or.jp/SFIX07/?staff_id=105
小林　伸二,2001,大分,J2,33,19,4,10,6位/12チーム,https://data.j-league.or.jp/SFIX07/?staff_id=105
小林　伸二,2002,大分,J2,44,28,10,6,優勝/12チーム,https://data.j-league.or.jp/SFIX07/?staff_id=105
小林　伸二,2003,大分,J1,15,4,3,8,14位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=105
小林　伸二,2003,大分,J1,15,1,8,6,16位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=105
小林　伸二,2003,大分,YNC,4,0,2,2,予選リーグ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=105
小林　伸二,2004,Ｃ大阪,J1,15,4,4,7,12位/16チーム,https://data.j-league.or.jp/SFIX07/?staff_id=105
小林　伸二,2004,Ｃ大阪,YNC,2,0,0,2,予選リーグ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=105
小林　伸二,2005,Ｃ大阪,J1,34,16,11,7,5位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=105
小林　伸二,2005,Ｃ大阪,YNC,8,3,2,3,準々決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=105
小林　伸二,2006,Ｃ大阪,J1,8,1,1,6,17位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=105
小林　伸二,2006,Ｃ大阪,YNC,2,1,1,0,準々決勝敗退,https://data.j-league.or.jp/SFIX07/?staff_id=105
小林　伸二,2008,山形,J2,42,23,9,10,2位/15チーム,https://data.j-league.or.jp/SFIX07/?staff_id=105
小林　伸二,2009,山形,J1,34,10,9,15,15位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=105
小林　伸二,2009,山形,YNC,6,2,1,3,予選リーグ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=105
小林　伸二,2010,山形,J1,34,11,9,14,13位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=105
小林　伸二,2010,山形,YNC,6,3,1,2,予選リーグ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=105
小林　伸二,2011,山形,J1,34,5,6,23,18位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=105
小林　伸二,2011,山形,YNC,2,0,0,2,1回戦敗退,https://data.j-league.or.jp/SFIX07/?staff_id=105
小林　伸二,2012,徳島,J2,42,13,12,17,15位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=105
小林　伸二,2013,徳島,J2,42,20,7,15,4位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=105
小林　伸二,2014,徳島,J1,34,3,5,26,18位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=105
小林　伸二,2014,徳島,YNC,6,0,1,5,予選リーグ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=105
小林　伸二,2015,徳島,J2,42,13,14,15,14位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=105
小林　伸二,2016,清水,J2,42,25,9,8,2位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=105
小林　伸二,2017,清水,J1,34,8,10,16,14位/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=105
小林　伸二,2017,清水,YLC,6,1,0,5,グループステージ敗退,https://data.j-league.or.jp/SFIX07/?staff_id=105
小林　伸二,2019,北九州,J3,34,19,9,6,優勝/18チーム,https://data.j-league.or.jp/SFIX07/?staff_id=105
小林　伸二,2020,北九州,J2,42,19,8,15,5位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=105
小林　伸二,2021,北九州,J2,42,7,14,21,21位/22チーム,https://data.j-league.or.jp/SFIX07/?staff_id=105
小林　伸二,2023,北九州,J3,13,3,2,8,20位/20チーム,https://data.j-league.or.jp/SFIX07/?staff_id=105
小林　伸二,2024,栃木,J2,23,4,10,9,18位/20チーム,https://data.j-league.or.jp/SFIX07/?staff_id=105
小林　伸二,2025,栃木SC,YLC,2,1,0,1,2回戦敗退,https://data.j-league.or.jp/SFIX07/?staff_id=105
小林　伸二,2025,栃木SC,J3,31,13,7,11,8位/20チーム,https://data.j-league.or.jp/SFIX07/?staff_id=105
